"PlummWeather"
"12/1/22 12:00 AM : 1 Month"
"","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway"
"12/9/22 6:30 PM","1025.8","73","32","41","71","6.5","40","41","40","61","28","34","2","NNE","0.2","8","N","40","40","40","36","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.085","0.000"
"12/9/22 6:35 PM","1025.7","73","32","41","71","6.5","40","40","40","61","28","34","3","NE","0.2","11","NNE","39","40","38","35","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.085","0.000"
"12/9/22 6:40 PM","1025.7","73","32","41","71","6.5","40","40","40","61","28","34","3","NNE","0.2","10","NNE","39","40","38","35","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.086","0.000"
"12/9/22 6:45 PM","1025.8","73","32","41","71","6.5","40","40","40","62","28","34","3","NE","0.2","7","NNE","38","39","38","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.086","0.000"
"12/9/22 6:50 PM","1025.8","73","32","41","71","6.5","40","40","40","62","28","34","3","ENE","0.2","11","N","38","39","38","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.087","0.000"
"12/9/22 6:55 PM","1025.7","73","32","41","71","6.5","40","40","40","62","28","34","3","NE","0.2","8","N","38","39","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.087","0.000"
"12/9/22 7:00 PM","1025.7","73","32","41","71","6.5","40","40","40","63","28","34","2","NE","0.2","9","N","40","39","39","36","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.088","0.000"
"12/9/22 7:05 PM","1025.9","73","32","41","71","6.5","40","40","40","63","28","34","2","NNE","0.2","6","N","39","39","39","35","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.088","0.000"
"12/9/22 7:10 PM","1026.0","73","32","41","71","6.5","40","40","40","63","28","34","3","NE","0.2","9","NNE","38","39","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.089","0.000"
"12/9/22 7:15 PM","1026.0","73","32","41","71","6.5","39","40","39","63","28","34","3","NNE","0.2","12","ENE","38","39","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.089","0.000"
"12/9/22 7:20 PM","1026.0","73","32","41","71","6.5","39","39","39","64","28","34","2","ENE","0.2","6","NNE","39","38","38","35","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.090","0.000"
"12/9/22 7:25 PM","1026.0","73","32","41","71","6.5","39","39","39","64","28","34","2","NNE","0.2","5","NE","39","38","38","35","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.090","0.000"
"12/9/22 7:30 PM","1026.0","73","31","40","71","6.3","39","39","39","64","28","34","2","NE","0.2","6","NNE","39","38","38","35","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.091","0.000"
"12/9/22 7:35 PM","1026.0","73","31","40","71","6.3","39","39","39","64","28","34","3","NNE","0.2","8","N","37","38","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.091","0.000"
"12/9/22 7:40 PM","1026.0","73","31","40","71","6.3","39","39","39","64","28","33","4","NNE","0.3","10","N","36","38","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.091","0.000"
"12/9/22 7:45 PM","1025.9","73","31","40","71","6.3","39","39","39","64","27","33","2","ENE","0.2","5","NE","38","38","38","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.092","0.000"
"12/9/22 7:50 PM","1025.9","73","31","40","70","6.3","38","39","38","65","28","33","2","ENE","0.2","6","ENE","38","38","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.092","0.000"
"12/9/22 7:55 PM","1026.0","73","31","40","70","6.3","38","38","38","65","28","33","2","N","0.2","8","NNE","38","38","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.092","0.000"
"12/9/22 8:00 PM","1026.1","73","31","40","70","6.3","38","38","38","64","27","33","2","NE","0.2","6","ENE","38","38","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.093","0.000"
"12/9/22 8:05 PM","1026.1","72","31","40","70","6.3","38","38","38","65","27","33","2","NE","0.2","9","NE","38","38","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.093","0.000"
"12/9/22 8:10 PM","1026.0","72","31","40","70","6.3","38","38","38","64","27","33","2","NE","0.2","6","ENE","38","37","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.093","0.000"
"12/9/22 8:15 PM","1026.0","72","31","40","70","6.3","38","38","38","64","27","33","2","NE","0.2","7","NNE","38","37","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.093","0.000"
"12/9/22 8:20 PM","1026.1","72","31","40","70","6.3","38","38","38","64","27","33","2","NE","0.2","6","NE","38","37","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.094","0.000"
"12/9/22 8:25 PM","1026.1","72","31","40","70","6.3","38","38","38","65","27","33","2","N","0.2","6","NE","37","37","37","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.094","0.000"
"12/9/22 8:30 PM","1026.1","72","31","40","70","6.3","38","38","38","64","27","33","3","ENE","0.2","8","N","36","37","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.094","0.000"
"12/9/22 8:35 PM","1026.1","72","31","40","70","6.3","38","38","38","64","27","33","3","ENE","0.2","10","NE","36","37","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.094","0.000"
"12/9/22 8:40 PM","1026.3","72","31","40","70","6.3","38","38","38","64","27","33","2","NE","0.2","8","NNE","37","37","37","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.095","0.000"
"12/9/22 8:45 PM","1026.3","72","31","40","70","6.3","38","38","38","64","27","32","2","NE","0.2","4","NE","37","37","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.095","0.000"
"12/9/22 8:50 PM","1026.3","72","31","40","70","6.3","38","38","38","64","26","32","2","NE","0.2","6","NNE","37","37","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.095","0.000"
"12/9/22 8:55 PM","1026.4","72","31","40","70","6.3","38","38","38","64","26","32","2","ENE","0.2","6","ENE","37","37","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.095","0.000"
"12/9/22 9:00 PM","1026.5","72","31","40","70","6.3","37","38","37","63","26","32","3","NE","0.2","9","NNE","35","37","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.096","0.000"
"12/9/22 9:05 PM","1026.5","72","31","40","70","6.3","37","37","37","64","26","32","2","NE","0.2","5","NE","37","37","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.096","0.000"
"12/9/22 9:10 PM","1026.6","72","31","40","70","6.3","37","37","37","63","26","32","2","NE","0.2","4","NE","37","37","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.096","0.000"
"12/9/22 9:15 PM","1026.5","72","31","40","70","6.3","37","37","37","63","26","32","2","NE","0.2","6","N","37","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.097","0.000"
"12/9/22 9:20 PM","1026.5","72","31","40","70","6.3","37","37","37","63","26","32","2","NNE","0.2","6","ENE","37","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.097","0.000"
"12/9/22 9:25 PM","1026.5","72","31","40","70","6.3","37","37","37","63","26","32","2","NE","0.2","6","ENE","37","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.097","0.000"
"12/9/22 9:30 PM","1026.3","72","31","40","70","6.3","37","37","37","63","26","32","2","ENE","0.2","6","N","36","36","36","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.097","0.000"
"12/9/22 9:35 PM","1026.3","72","31","40","70","6.3","37","37","37","63","25","32","1","NNE","0.1","5","NNE","37","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.098","0.000"
"12/9/22 9:40 PM","1026.3","72","31","40","69","6.3","37","37","37","63","25","32","2","NE","0.2","9","N","36","36","36","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.098","0.000"
"12/9/22 9:45 PM","1026.4","72","31","40","69","6.3","37","37","37","63","25","32","1","NE","0.1","5","N","37","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.098","0.000"
"12/9/22 9:50 PM","1026.3","72","31","40","69","6.3","37","37","37","63","25","32","1","N","0.1","4","NE","37","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.098","0.000"
"12/9/22 9:55 PM","1026.3","72","31","40","69","6.3","37","37","37","62","25","31","2","NE","0.2","8","NNE","36","36","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/9/22 10:00 PM","1026.3","72","31","40","69","6.3","37","37","37","62","25","31","2","E","0.2","9","NNE","36","36","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/9/22 10:05 PM","1026.4","72","31","40","69","6.3","37","37","37","61","24","31","2","NNE","0.2","7","N","36","36","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/9/22 10:10 PM","1026.4","72","31","40","69","6.3","36","37","36","61","24","31","1","NE","0.1","5","NNE","36","36","36","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/9/22 10:15 PM","1026.5","72","31","40","69","6.3","36","37","36","60","24","31","1","NE","0.1","3","NE","36","36","36","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/9/22 10:20 PM","1026.4","72","31","40","69","6.3","36","36","36","60","24","31","1","NE","0.1","4","NE","36","36","36","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/9/22 10:25 PM","1026.5","72","31","40","69","6.3","36","36","36","60","24","31","1","NE","0.1","5","ENE","36","36","36","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/9/22 10:30 PM","1026.6","72","31","40","69","6.3","36","36","36","60","24","31","1","ENE","0.1","4","ENE","36","36","36","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.100","0.000"
"12/9/22 10:35 PM","1026.6","72","31","40","69","6.3","36","36","36","60","24","31","2","NE","0.2","6","NNE","36","35","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.100","0.000"
"12/9/22 10:40 PM","1026.6","72","31","40","69","6.3","36","36","36","60","24","31","2","ENE","0.2","6","ENE","36","35","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.100","0.000"
"12/9/22 10:45 PM","1026.7","72","31","40","69","6.3","36","36","36","59","23","30","1","NNE","0.1","5","ENE","36","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.100","0.000"
"12/9/22 10:50 PM","1026.8","72","31","40","69","6.3","36","36","36","60","24","30","1","ENE","0.1","3","ENE","36","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.100","0.000"
"12/9/22 10:55 PM","1026.8","72","31","40","69","6.3","36","36","36","59","23","30","1","ENE","0.1","3","ENE","36","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.100","0.000"
"12/9/22 11:00 PM","1026.9","72","31","40","69","6.3","36","36","36","59","23","30","1","ENE","0.1","4","ENE","36","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.101","0.000"
"12/9/22 11:05 PM","1026.9","72","31","40","69","6.3","36","36","36","59","23","30","1","ENE","0.1","3","ENE","36","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.101","0.000"
"12/9/22 11:10 PM","1026.9","72","31","40","69","6.3","36","36","36","59","23","30","1","NE","0.1","5","NNE","36","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.101","0.000"
"12/9/22 11:15 PM","1027.1","72","31","40","69","6.3","36","36","36","58","23","30","1","NNE","0.1","4","NNE","36","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.101","0.000"
"12/9/22 11:20 PM","1027.1","72","30","39","69","6.2","36","36","36","58","22","30","1","NE","0.1","4","NE","36","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.101","0.000"
"12/9/22 11:25 PM","1027.0","72","30","39","69","6.2","36","36","36","58","22","30","1","NE","0.1","3","NE","36","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.101","0.000"
"12/9/22 11:30 PM","1026.9","72","30","39","69","6.2","36","36","36","58","22","30","1","NNE","0.1","4","NNE","36","35","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.102","0.000"
"12/9/22 11:35 PM","1026.9","72","30","39","69","6.2","36","36","36","59","23","30","0","","0.0","2","NNE","36","35","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.102","0.000"
"12/9/22 11:40 PM","1026.8","72","30","39","69","6.2","36","36","36","58","22","30","1","NNE","0.1","7","NNE","36","35","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.102","0.000"
"12/9/22 11:45 PM","1026.7","72","30","39","69","6.2","36","36","36","58","22","30","1","NNE","0.1","4","NNE","36","35","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.102","0.000"
"12/9/22 11:50 PM","1026.8","72","30","39","69","6.2","36","36","36","59","23","30","1","NNE","0.1","3","NNE","36","35","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.102","0.000"
"12/9/22 11:55 PM","1026.7","72","30","39","69","6.2","36","36","36","58","22","30","2","NNE","0.2","5","NE","35","35","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.102","0.000"
"12/10/22 12:00 AM","1026.7","72","30","39","69","6.2","36","36","35","59","23","30","1","NE","0.1","4","NE","36","35","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.102","0.000"
"12/10/22 12:05 AM","1026.7","72","30","39","69","6.2","35","36","35","59","22","30","0","","0.0","2","NE","35","35","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.103","0.000"
"12/10/22 12:10 AM","1026.6","72","30","39","69","6.2","35","35","35","59","22","30","2","NE","0.2","4","NE","35","35","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.103","0.000"
"12/10/22 12:15 AM","1026.6","72","30","39","69","6.2","35","35","35","60","23","30","1","NE","0.1","3","NE","35","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.103","0.000"
"12/10/22 12:20 AM","1026.7","72","30","39","69","6.2","35","35","35","60","23","30","1","NNE","0.1","7","NNE","35","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.103","0.000"
"12/10/22 12:25 AM","1026.5","72","30","39","69","6.2","35","35","35","60","23","30","1","N","0.1","5","NNE","35","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.104","0.000"
"12/10/22 12:30 AM","1026.6","72","30","39","69","6.2","35","35","35","60","23","30","1","N","0.1","6","N","35","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.104","0.000"
"12/10/22 12:35 AM","1026.5","72","30","39","69","6.2","35","35","35","60","23","30","1","NNE","0.1","5","NNE","35","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.104","0.000"
"12/10/22 12:40 AM","1026.6","72","30","39","69","6.2","35","35","35","60","22","29","1","NNE","0.1","3","NNE","35","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.105","0.000"
"12/10/22 12:45 AM","1026.6","72","30","39","69","6.2","35","35","35","59","22","29","1","NNE","0.1","3","NNE","35","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.105","0.000"
"12/10/22 12:50 AM","1026.6","72","30","39","69","6.2","35","35","35","59","22","29","2","NNE","0.2","6","N","34","34","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.105","0.000"
"12/10/22 12:55 AM","1026.5","72","30","39","69","6.2","35","35","35","60","22","29","1","NNE","0.1","3","NNE","35","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.105","0.000"
"12/10/22 1:00 AM","1026.6","72","30","39","69","6.2","35","35","35","60","22","29","1","NNE","0.1","4","NNE","35","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.105","0.000"
"12/10/22 1:05 AM","1026.7","72","30","38","69","6.2","35","35","35","60","22","29","2","NNE","0.2","5","N","34","34","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/10/22 1:10 AM","1026.7","72","30","38","69","6.2","35","35","35","60","22","29","1","NNE","0.1","5","NNE","35","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/10/22 1:15 AM","1026.7","71","30","38","68","6.2","34","35","34","60","22","29","2","NNE","0.2","5","NNE","34","34","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/10/22 1:20 AM","1026.9","72","30","38","69","6.2","34","35","34","60","22","29","1","NE","0.1","4","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/10/22 1:25 AM","1027.0","71","30","38","68","6.2","34","34","34","60","22","29","1","NE","0.1","4","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/10/22 1:30 AM","1027.1","71","30","38","68","6.2","34","34","34","60","22","29","1","NE","0.1","4","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/10/22 1:35 AM","1027.1","71","30","38","68","6.2","34","34","34","60","22","29","1","NE","0.1","5","NNE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/10/22 1:40 AM","1027.1","71","30","38","68","6.2","34","34","34","61","22","29","2","NNE","0.2","4","NNE","34","34","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/10/22 1:45 AM","1027.2","71","30","38","68","6.2","34","34","34","61","22","29","1","NNE","0.1","7","NNE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/10/22 1:50 AM","1027.2","71","30","38","68","6.2","34","34","34","61","22","29","1","NNE","0.1","4","NNE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/10/22 1:55 AM","1027.3","71","30","38","68","6.2","34","34","34","61","22","29","1","NNE","0.1","5","NNE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/10/22 2:00 AM","1027.3","71","29","37","68","6.0","34","34","34","61","22","29","1","NNE","0.1","4","NNE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/10/22 2:05 AM","1027.3","71","29","37","68","6.0","34","34","34","62","22","29","1","NNE","0.1","3","NNE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/10/22 2:10 AM","1027.3","71","29","37","68","6.0","34","34","34","62","22","29","2","NNE","0.2","4","NNE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/10/22 2:15 AM","1027.4","71","29","37","68","6.0","34","34","34","62","22","29","1","NNE","0.1","5","ENE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/10/22 2:20 AM","1027.3","71","29","37","68","6.0","34","34","34","62","22","29","1","ENE","0.1","2","ENE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/10/22 2:25 AM","1027.3","71","29","37","68","6.0","34","34","34","62","22","29","1","NE","0.1","4","NE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/10/22 2:30 AM","1027.3","71","29","37","68","6.0","34","34","34","62","22","29","1","ENE","0.1","3","ENE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
